Country Name,Country Code,Indicator Name,Series Code,Year,Time Code,Value
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2015,YR2015,5.156685902
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2016,YR2016,6.26456582
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2017,YR2017,5.478382229
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2018,YR2018,6.097128948
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2019,YR2019,7.200782868
Argentina,ARG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2010,YR2010,
Argentina,ARG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2011,YR2011,
Argentina,ARG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2012,YR2012,12.90753425
Argentina,ARG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2013,YR2013,
Argentina,ARG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2014,YR2014,12.90753425
Argentina,ARG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2015,YR2015,
Argentina,ARG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2016,YR2016,
Argentina,ARG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2017,YR2017,
Argentina,ARG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2018,YR2018,
Argentina,ARG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2019,YR2019,
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,2010,YR2010,94.97
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,2011,YR2011,97.14
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,2012,YR2012,98.2
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,2013,YR2013,97.04
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,2014,YR2014,99.6
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,2015,YR2015,99.6
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,2016,YR2016,
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,2017,YR2017,
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,2018,YR2018,
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,2019,YR2019,
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2010,YR2010,4.606804136
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2011,YR2011,4.644106454
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2012,YR2012,4.625259616
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2013,YR2013,4.589774171
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2014,YR2014,4.588229602
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2015,YR2015,4.664010748
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2016,YR2016,4.619085482
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2017,YR2017,
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2018,YR2018,
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2019,YR2019,
Argentina,ARG,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,2010,YR2010,
Argentina,ARG,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,2011,YR2011,
Argentina,ARG,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,2012,YR2012,55.4
Argentina,ARG,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,2013,YR2013,81.3
Argentina,ARG,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,2014,YR2014,
Argentina,ARG,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,2015,YR2015,
Argentina,ARG,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,2016,YR2016,
Argentina,ARG,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,2017,YR2017,
Argentina,ARG,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,2018,YR2018,
Argentina,ARG,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,2019,YR2019,
Argentina,ARG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,2010,YR2010,25.33231865
Argentina,ARG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,2011,YR2011,26.46596107
Argentina,ARG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,2012,YR2012,30.60122159
Argentina,ARG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,2013,YR2013,33.18739157
Argentina,ARG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,2014,YR2014,34.43213957
Argentina,ARG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,2015,YR2015,40.42762794
Argentina,ARG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,2016,YR2016,37.93224826
Argentina,ARG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,2017,YR2017,38.92481148
Argentina,ARG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,2018,YR2018,
Argentina,ARG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,2019,YR2019,
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2010,YR2010,2877.652653
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2011,YR2011,2929.075029
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2012,YR2012,3000.603523
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2013,YR2013,2967.376558
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2014,YR2014,3074.702071
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2015,YR2015,
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2016,YR2016,
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2017,YR2017,
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2018,YR2018,
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2019,YR2019,
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2010,YR2010,1928.652357
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2011,YR2011,1952.051053
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2012,YR2012,1936.80354
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2013,YR2013,1967.021678
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2014,YR2014,2029.922825
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2015,YR2015,
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2016,YR2016,
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2017,YR2017,
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2018,YR2018,
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2019,YR2019,
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2010,YR2010,18.93382341
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2011,YR2011,18.44920915
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2012,YR2012,16.23785946
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2013,YR2013,14.61717339
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2014,YR2014,14.40547859
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2015,YR2015,10.70565205
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2016,YR2016,12.52709517
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2017,YR2017,11.24272132
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2018,YR2018,14.28051761
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2019,YR2019,17.29021799
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2010,YR2010,1.26642E+11
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,YR2011,1.42885E+11
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2012,YR2012,1.39755E+11
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2013,YR2013,1.49694E+11
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2014,YR2014,1.53182E+11
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2015,YR2015,1.76575E+11
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2016,YR2016,1.88758E+11
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2017,YR2017,2.36471E+11
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2018,YR2018,2.80516E+11
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2019,YR2019,
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2010,YR2010,2.346
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2011,YR2011,2.338
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2012,YR2012,2.33
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2013,YR2013,2.322
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2014,YR2014,2.312
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2015,YR2015,2.301
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2016,YR2016,2.288
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2017,YR2017,2.275
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2018,YR2018,2.261
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2019,YR2019,
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2010,YR2010,11332718626
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2011,YR2011,10839930945
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2012,YR2012,15323933917
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2013,YR2013,9821661858
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2014,YR2014,5065335542
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2015,YR2015,11758994011
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2016,YR2016,3260164342
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2017,YR2017,11516861462
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2018,YR2018,11872856663
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2019,YR2019,6244423192
Argentina,ARG,Forest area (sq. km),AG.LND.FRST.K2,2010,YR2010,285960
Argentina,ARG,Forest area (sq. km),AG.LND.FRST.K2,2011,YR2011,282991.9922
Argentina,ARG,Forest area (sq. km),AG.LND.FRST.K2,2012,YR2012,280024.0039
Argentina,ARG,Forest area (sq. km),AG.LND.FRST.K2,2013,YR2013,277055.9961
Argentina,ARG,Forest area (sq. km),AG.LND.FRST.K2,2014,YR2014,274088.0078
Argentina,ARG,Forest area (sq. km),AG.LND.FRST.K2,2015,YR2015,271120
Argentina,ARG,Forest area (sq. km),AG.LND.FRST.K2,2016,YR2016,268151.9922
Argentina,ARG,Forest area (sq. km),AG.LND.FRST.K2,2017,YR2017,
Argentina,ARG,Forest area (sq. km),AG.LND.FRST.K2,2018,YR2018,
Argentina,ARG,Forest area (sq. km),AG.LND.FRST.K2,2019,YR2019,
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2010,YR2010,4.23627E+11
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2011,YR2011,5.30163E+11
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2012,YR2012,5.45982E+11
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2013,YR2013,5.52025E+11
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2014,YR2014,5.2632E+11
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2015,YR2015,5.94749E+11
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2016,YR2016,5.57531E+11
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2017,YR2017,6.42696E+11
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2018,YR2018,5.19872E+11
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2019,YR2019,4.49663E+11
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,YR2010,10.12539816
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,YR2011,6.003951693
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2012,YR2012,-1.026420454
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,YR2013,2.405323781
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,YR2014,-2.512615321
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,YR2015,2.731159828
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,YR2016,-2.080327844
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,YR2017,2.668590379
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,YR2018,-2.481792445
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,YR2019,-2.162952121
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2010,YR2010,9270
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2011,YR2011,10710
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2012,YR2012,11870
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2013,YR2013,12840
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2014,YR2014,12330
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,YR2015,12570
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2016,YR2016,12220
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2017,YR2017,13120
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2018,YR2018,12390
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2019,YR2019,11200
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2010,YR2010,17440
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2011,YR2011,18770
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2012,YR2012,19150
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2013,YR2013,19650
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2014,YR2014,19250
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2015,YR2015,19700
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2016,YR2016,19860
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2017,YR2017,22960
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2018,YR2018,22450
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2019,YR2019,22060
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2010,YR2010,3.78137E+11
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2011,YR2011,4.42107E+11
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2012,YR2012,4.9526E+11
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2013,YR2013,5.41953E+11
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2014,YR2014,5.2594E+11
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2015,YR2015,5.42376E+11
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2016,YR2016,5.3259E+11
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2017,YR2017,5.77977E+11
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2018,YR2018,5.51173E+11
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2019,YR2019,5.03116E+11
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2010,YR2010,7.11419E+11
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2011,YR2011,7.74597E+11
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2012,YR2012,7.99049E+11
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2013,YR2013,8.29354E+11
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2014,YR2014,8.21363E+11
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2015,YR2015,8.49528E+11
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2016,YR2016,8.65869E+11
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2017,YR2017,1.01137E+12
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2018,YR2018,9.98831E+11
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2019,YR2019,9.91401E+11
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2010,YR2010,17.70553381
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2011,YR2011,18.39845892
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2012,YR2012,16.50198653
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2013,YR2013,17.3057789
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2014,YR2014,17.26288101
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2015,YR2015,17.07070488
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2016,YR2016,17.66322786
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2017,YR2017,18.75723171
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2018,YR2018,20.96583763
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,2019,YR2019,18.16636754
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2010,YR2010,7.747796267
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2011,YR2011,7.354375081
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2012,YR2012,6.668610427
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2013,YR2013,7.478181328
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2014,YR2014,7.074803755
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2015,YR2015,9.26893795
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2016,YR2016,9.020165318
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2017,YR2017,9.237250108
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2018,YR2018,5.334288406
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2019,YR2019,5.123762199
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2010,YR2010,95
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2011,YR2011,95
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2012,YR2012,94
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2013,YR2013,94
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2014,YR2014,95
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2015,YR2015,89
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2016,YR2016,90
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2017,YR2017,89
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2018,YR2018,94
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2019,YR2019,94
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2010,YR2010,16.03718986
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2011,YR2011,16.75694585
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2012,YR2012,14.28868291
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2013,YR2013,14.71675561
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2014,YR2014,14.00131506
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2015,YR2015,11.78057404
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2016,YR2016,13.56679268
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2017,YR2017,13.98061064
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2018,YR2018,16.41992841
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2019,YR2019,15.10344797
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,2010,YR2010,4.1
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,2011,YR2011,4.8
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,2012,YR2012,5
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,2013,YR2013,5
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,2014,YR2014,5
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,2015,YR2015,
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,2016,YR2016,4.9
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,2017,YR2017,5.1
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,2018,YR2018,5
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,2019,YR2019,
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2010,YR2010,25.25877626
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2011,YR2011,25.21269761
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2012,YR2012,24.42905706
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2013,YR2013,24.00588144
